datetime_start,TIMESTAMP_START,TIMESTAMP_END,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,FC_SSITC_TEST,LE,LE_SSITC_TEST,ET,ET_SSITC_TEST,H,H_SSITC_TEST,G,SG,FETCH_MAX,FETCH_90,FETCH_55,FETCH_40,WD,WS,WS_MAX,USTAR,ZL,TAU,TAU_SSITC_TEST,MO_LENGTH,U,U_SIGMA,V,V_SIGMA,W,W_SIGMA,PA,TA_1_1_1,RH_1_1_1,T_DP_1_1_1,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,SWC_1_1_1,ALB,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,P,file_no,TA_1_2_1,RH_1_2_1,T_DP_1_2_1,TA_1_3_1,RH_1_3_1,T_DP_1_3_1,TA_1_4_1,PBLH_F,TS_2_1_1,SWC_2_1_1
2024-07-15 14:30:00,202407151430,202407151500,416.4877,17.88452,13.77425,2.711443,-34.4817,-9999.0,140.1834,-9999.0,0.2071847,1,-125.5159,-9999.0,-57.77797,-77.42268,59.42361,168.8368,85.40626,64.54755,74.38687,1.999576,6.990694,0.4534903,0.03717241,-0.1980975,-9999.0,58.48773,0.9588301,1.738274,0.0,1.023092,3.72529e-09,0.3128013,83.57552,27.72647,30.72097,8.583963,25.10052,28.55886,1.366396,24.11597,29.13696,35.51249,42.00294,97.02497,33.46389,428.4196,449.9777,0.0,2.0,27.25304,31.73803,8.56017,27.56931,32.10473,9.121447,27.21741,172.2693,25.90297,43.78504
2024-07-15 15:00:00,202407151500,202407151530,409.8669,11.69631,13.13539,1.747285,-6.703688,-9999.0,205.7321,-9999.0,0.3039473,1,-105.0466,-9999.0,-116.4848,-9999.0,33.59082,96.37531,48.39634,36.56429,356.4956,3.574955,8.913321,0.3433309,0.06750272,-0.1137366,-9999.0,32.20803,3.046595,1.398819,0.0,1.879107,1.490116e-08,0.4831549,83.59563,27.33918,29.89082,7.999363,25.57558,28.48514,1.356677,23.9901,29.08057,34.70052,190.9476,335.4798,117.2075,422.8071,450.1318,0.0,2.0,27.23924,30.19367,7.994104,27.17835,31.75064,8.794735,27.11457,143.7044,25.23648,43.4202
2024-07-15 15:30:00,202407151530,202407151600,410.1171,0.9904089,11.98364,0.4752796,-0.5963493,-9999.0,94.99055,-9999.0,0.1405044,0,-13.24939,-9999.0,-55.86661,-68.84514,25.57406,70.9931,36.416,27.55649,34.88168,3.23831,9.253651,0.447797,0.002390482,-0.1926877,1.0,909.4943,3.079836,1.348045,0.0,0.9894391,0.0,0.5641241,83.5619,28.36425,25.55733,6.77098,28.23714,29.2171,0.5365158,23.64666,28.97217,31.21874,132.0473,262.0401,83.90187,414.1266,460.2174,0.0,2.0,28.07602,25.97193,6.757047,28.39536,27.30604,7.767277,28.11586,742.7837,25.1063,43.24321
2024-07-15 16:00:00,202407151600,202407151630,413.0451,27.62681,14.58366,2.323277,-17.6725,-9999.0,241.071,-9999.0,0.3558174,1,-103.1947,-9999.0,-25.15803,-35.77042,38.8392,110.9165,55.88516,42.22977,63.25452,1.504778,5.974996,0.3783521,0.04830343,-0.1384269,-9999.0,45.00984,0.622368,1.368236,0.0,0.8326953,0.0,0.2827167,83.54038,26.40154,34.96596,9.499903,21.55017,27.24856,0.9628932,23.68116,28.91666,36.67257,64.71749,145.5539,51.43308,412.8767,442.28,0.0,2.0,25.87271,36.17649,9.473101,26.19586,36.24763,9.883762,25.90741,157.6194,24.78747,43.0743
2024-07-15 16:30:00,202407151630,202407151700,404.1536,5.464114,12.58515,2.047231,-2.669531,-9999.0,64.08286,-9999.0,0.09476534,2,1.791085,-9999.0,-1.115587,-10.34385,6.724601,88.29865,20.27973,13.07577,99.55121,1.423086,4.740579,0.1525949,-0.04907002,-0.02236858,-9999.0,-44.30668,0.7942804,1.05694,0.0,0.8234665,9.313226e-10,0.2091555,83.49041,28.4474,26.90714,7.320926,27.90462,29.31313,1.034664,23.56136,28.86714,36.49902,207.014,393.8664,146.618,420.0583,460.2927,0.0,2.0,28.11574,27.42264,7.3047,28.15379,29.43309,8.442959,28.05301,1493.077,24.59668,42.86447
2024-07-15 17:00:00,202407151700,202407151730,396.962,12.87882,14.21922,3.445257,-16.56349,-9999.0,206.6427,-9999.0,0.3056012,0,-26.94911,-9999.0,92.86526,80.50366,6.87323,213.6104,28.79614,18.1071,287.8554,1.209969,3.733007,0.1562874,0.1076384,-0.02344326,-9999.0,20.19846,0.9381753,0.5457329,0.0,0.722895,3.72529e-09,0.1288203,83.4961,28.81477,29.51297,8.913095,26.255,29.33915,0.4401064,23.66188,28.77567,33.89637,177.3777,340.4273,119.6229,424.2693,467.6959,0.0,2.0,27.98865,31.16154,8.871652,28.21855,33.37452,10.35564,28.04521,130.6505,25.00208,42.8881
2024-07-15 17:30:00,202407151730,202407151800,408.03,5.633904,13.00934,1.961724,1.958575,1.0,217.9735,1.0,0.3217696,0,-186.5301,1.0,-169.6742,-9999.0,28.05869,80.32414,40.37399,30.50863,267.7489,4.565179,11.62235,0.4731596,0.04851345,-0.2163102,-9999.0,44.81499,4.411117,2.221921,0.0,1.161493,2.980232e-08,0.5308435,83.47939,26.60049,30.69051,7.821374,23.62617,27.49279,1.12008,23.47214,28.74737,29.54492,32.17253,118.6309,34.91268,394.9239,446.4695,0.0,2.0,26.26273,31.48979,7.804183,26.33589,33.4118,8.884422,26.09188,157.4076,24.85778,42.86195
2024-07-15 18:00:00,202407151800,202407151830,411.5163,1.118713,11.59391,0.6223209,5.14502,-9999.0,185.4299,-9999.0,0.2737559,0,-163.1682,-9999.0,-173.3999,-9999.0,30.50552,86.73463,43.80168,33.10852,276.2737,4.920949,10.62685,0.5304232,0.03020307,-0.271881,1.0,71.98373,4.807495,1.383068,0.0,1.09451,5.960464e-08,0.5360342,83.4772,26.61352,27.36983,6.267655,25.11162,27.54638,0.7085096,22.89806,28.64233,34.17085,-3.143752,65.86559,22.49956,398.5456,445.0553,0.0,2.0,26.44829,27.707,6.259414,26.43649,29.81328,7.374781,26.25883,186.9388,23.85683,42.53276
2024-07-15 18:30:00,202407151830,202407151900,412.7808,1.439206,11.68325,0.5355742,5.180038,1.0,101.4643,1.0,0.1497287,0,-110.0918,1.0,-94.89203,-93.84753,24.68658,71.07426,35.57533,26.87698,335.0853,4.543886,10.22083,0.3501428,0.07187078,-0.1186622,1.0,30.25054,4.372204,1.0521,0.0,1.290944,0.0,0.4610119,83.48428,26.15969,28.32955,6.382748,24.16542,27.1223,0.7045597,22.73692,28.55724,40.23042,-29.00687,46.89838,20.26648,385.2183,440.857,0.0,2.0,26.01738,28.62658,6.375652,25.9806,30.78613,7.449363,25.81078,141.5767,23.22416,42.21634
2024-07-15 19:00:00,202407151900,202407151930,412.8803,1.68481,11.57698,0.4753023,5.696973,1.0,89.36234,1.0,0.1318679,0,-93.18749,1.0,-94.51515,-90.1414,25.00383,72.12076,36.05662,27.23809,336.4489,4.25316,7.94427,0.3092678,0.088048,-0.09260672,1.0,24.69255,4.175189,0.9444007,0.0,0.870766,0.0,0.4007464,83.50588,26.1433,28.10304,6.258483,24.20436,27.0921,0.6425104,22.51979,28.48099,51.80075,-30.32204,45.78615,25.49694,390.0672,440.6785,0.0,2.0,25.99723,28.39384,6.251241,25.96339,30.61027,7.354944,25.79439,135.5354,22.72517,41.96118
2024-07-15 19:30:00,202407151930,202407152000,424.1706,11.10478,12.13141,1.104566,1.932773,-9999.0,22.74053,-9999.0,0.03351515,2,-26.99602,-9999.0,-58.33229,-52.4327,20.82063,775.8365,92.62692,55.93719,322.55,2.64046,7.142787,0.1811351,0.1280478,-0.03189949,-9999.0,16.97905,2.258547,1.093857,0.0,1.324636,1.490116e-08,0.2688018,83.50353,24.84252,32.18147,6.897256,20.98463,25.6406,1.552958,22.3683,28.42054,26.28132,-35.7911,2.307656,0.9466555,396.2843,433.4364,0.0,2.0,24.49991,32.89547,6.880303,24.67089,34.5799,7.83393,24.32346,127.1511,22.37066,41.7279
2024-07-15 20:00:00,202407152000,202407152030,433.3398,9.45909,12.50487,0.8091953,0.4615183,-9999.0,-4.084811,-9999.0,-0.006006867,2,3.326408,-9999.0,-80.93332,-73.82056,19.58589,190.204,49.38921,34.61579,328.9216,1.338453,2.452941,0.09091189,-0.1215211,-0.008096683,-9999.0,-17.89097,0.9806621,0.3534175,0.0,0.9037809,0.0,0.09998946,83.50037,22.6111,37.49918,7.342739,17.24227,23.77474,0.6381935,22.26928,28.34483,0.0,-32.34072,-9999.0,0.3776104,388.0459,416.9936,0.0,2.0,22.60617,37.57609,7.342356,22.37428,40.30382,8.188013,22.24536,1742.181,22.12894,41.55359
2024-07-15 20:30:00,202407152030,202407152100,441.0416,12.05865,12.66305,0.7115169,1.644541,-9999.0,5.573286,-9999.0,0.0081918,2,-1.222675,-9999.0,-96.45438,-87.81084,57.31438,1687.875,230.9058,143.333,324.5402,2.186424,3.325104,0.07833701,0.05427334,-0.006021504,-9999.0,40.05889,2.157927,0.2738918,0.0,0.3633326,1.490116e-08,0.0806866,83.50127,22.36811,38.72585,7.54866,16.16877,23.17687,1.288219,22.03761,28.30396,0.0,-27.64127,-9999.0,0.06912139,390.0711,415.0201,0.0,2.0,21.9962,39.65926,7.530017,21.87825,42.30536,8.427642,21.60677,152.2379,21.76182,41.3265
2024-07-15 21:00:00,202407152100,202407152130,435.8212,6.675433,12.14232,0.5491223,0.4847519,-9999.0,-7.543662,-9999.0,-0.01108985,2,-1.450584,-9999.0,-89.2308,-79.2266,38.05685,1201.057,157.8182,97.24686,352.1822,1.877274,2.688723,0.09335756,0.07002684,-0.008549218,-9999.0,31.04709,1.84217,0.2370022,0.0,0.3849674,1.490116e-08,0.09242887,83.50922,22.29753,37.1263,6.931365,17.10013,23.48251,0.5062483,21.67836,28.26074,0.0,-25.68084,-9999.0,2.62928,394.2088,416.1036,0.0,2.0,22.34848,37.03161,6.933848,22.05804,40.11663,7.854727,21.95595,142.4425,21.40273,41.20308
2024-07-15 21:30:00,202407152130,202407152200,443.2656,24.09097,12.2051,1.101606,25.82736,-9999.0,53.76651,-9999.0,0.07903767,2,-53.39969,-9999.0,-64.27605,-53.54762,51.56107,148.3422,74.43476,56.22147,355.0662,1.389389,3.41701,0.2246125,0.1313938,-0.04951249,-9999.0,16.54667,0.9306635,1.252583,0.0,0.3700936,0.0,0.1177809,83.5358,22.32014,37.48743,6.99386,16.45202,23.07976,1.290866,21.43922,-9999.0,0.0,-28.70408,-9999.0,-9999.0,390.8334,416.4414,0.0,2.0,21.94192,38.52817,6.974777,22.0079,40.35676,7.809254,21.72697,126.6812,21.11724,41.01166
2024-07-15 22:00:00,202407152200,202407152230,480.8087,30.41219,13.84604,1.081936,-2.219677,-9999.0,-3.683043,-9999.0,-0.005400725,2,1.049819,-9999.0,-55.36567,-43.72817,7.81311,135.1003,25.70928,16.57381,286.1448,1.324255,2.283017,0.1471438,-0.007674055,-0.02142404,-9999.0,-283.3091,0.8575717,0.6627413,0.0,0.8819323,3.72529e-09,0.04769277,83.54708,20.15761,48.35169,8.836927,11.75584,21.0441,0.9111593,21.32626,-9999.0,0.0,-26.49829,-9999.0,-9999.0,381.4474,405.7405,0.0,2.0,19.76382,49.67645,8.816731,19.43655,53.54886,9.702466,19.27671,1377.431,20.92317,40.89323
2024-07-15 22:30:00,202407152230,202407152300,475.1102,22.53605,13.05964,0.9892555,1.342221,-9999.0,7.830265,-9999.0,0.0114824,2,-11.39112,-9999.0,-74.63249,-62.03981,20.5791,884.4769,97.06813,57.72819,342.6921,1.561444,2.756993,0.1169434,0.2026723,-0.01353406,-9999.0,10.72731,1.42848,0.5698745,0.0,0.5961089,7.450581e-09,0.09549407,83.53628,19.8688,46.42797,7.982427,12.10692,20.77234,0.8464431,21.14118,-9999.0,0.0,-27.37115,-9999.0,0.2644307,380.7091,405.2852,0.0,2.0,19.56499,47.42213,7.966919,19.46233,50.01155,8.707694,19.30452,120.3558,20.68519,40.756
2024-07-15 23:00:00,202407152300,202407152330,458.2227,27.65693,12.70736,0.9862037,12.29997,-9999.0,16.85963,-9999.0,0.02473713,2,-17.74037,-9999.0,-77.28965,-63.76641,14.65687,602.4811,67.99169,40.79151,339.435,1.683444,3.429936,0.1327548,0.2118453,-0.01741064,-9999.0,10.26282,1.291564,0.8606853,0.0,0.8633139,-7.450581e-09,0.1128716,83.54824,20.3237,44.07948,7.563811,13.75457,21.66244,1.12776,20.94348,-9999.0,-9999.0,-28.36297,-9999.0,3.089597,381.2681,405.5877,0.0,2.0,20.48385,43.74247,7.571677,20.04848,47.53772,8.438983,20.01224,119.8509,20.41903,40.57452
2024-07-15 23:30:00,202407152330,202407160000,427.7369,4.086288,11.46386,0.2852996,6.650073,1.0,23.33772,1.0,0.03427567,0,-36.15799,1.0,-63.04353,-48.85851,31.17503,1454.557,151.9533,89.50499,355.6879,2.780767,5.093322,0.1686758,0.2150201,-0.02802103,2.0,10.11129,2.753738,0.5632228,0.0,0.4509954,2.980232e-08,0.2189237,83.54222,21.29837,37.25792,6.127322,15.85224,22.29445,0.4660597,20.7908,-9999.0,-9999.0,-31.87166,-9999.0,1.842327,384.209,412.125,0.0,2.0,21.22742,37.44837,6.123763,21.06585,40.19059,7.022431,20.9554,119.6862,20.16068,40.49524
2024-07-16 00:00:00,202407160000,202407160030,424.6464,3.202553,10.81243,0.2918963,7.348579,1.0,37.19136,1.0,0.05465673,0,-46.2743,1.0,-56.72677,-42.33364,24.74156,71.6697,35.72834,26.98493,352.9473,3.057045,5.535559,0.2057342,0.1501796,-0.04159896,1.0,14.47686,3.039206,0.5274926,0.0,0.4139678,2.980232e-08,0.2701256,83.53156,21.92003,33.86589,5.290541,17.36964,22.85817,0.501916,20.66844,-9999.0,-9999.0,-27.1318,-9999.0,1.957373,393.4561,417.0136,0.0,2.0,21.84929,34.03109,5.287036,21.71975,36.49174,6.194561,21.63976,124.4314,19.94448,40.3722
2024-07-16 00:30:00,202407160030,202407160100,423.8293,2.372892,10.47175,0.2322467,6.265487,1.0,28.82142,1.0,0.04236313,0,-35.05325,1.0,-29.39906,-15.07183,32.56545,1425.514,154.6309,91.77172,355.5763,3.072372,5.439906,0.1786737,0.1735736,-0.03135834,1.0,12.52569,3.059866,0.5178818,0.0,0.3700542,5.960464e-08,0.2480218,83.52319,22.03411,32.56489,4.838649,17.74847,22.89159,0.3965774,20.59438,-9999.0,-9999.0,-25.67369,-9999.0,0.750725,395.6582,418.4894,0.0,2.0,21.91404,32.81217,4.832776,21.88937,35.01201,5.755167,21.74993,122.3105,19.82191,40.21246
2024-07-16 01:00:00,202407160100,202407160130,425.7955,3.829017,10.64415,0.3410113,6.654626,1.0,24.39843,1.0,0.03584291,0,-27.09341,1.0,-27.16134,-12.84081,38.38025,2010.494,196.042,114.0631,349.0623,2.553834,4.319056,0.1377676,0.2912101,-0.01867298,1.0,7.465847,2.536299,0.4387615,0.0,0.3519112,0.0,0.1827128,83.50546,21.50525,34.18695,5.063566,16.77968,22.38223,0.4380833,20.57549,-9999.0,-9999.0,-23.75162,-9999.0,0.3767842,394.825,416.0246,0.0,2.0,21.39048,34.44648,5.057908,21.33788,36.86584,6.005938,21.16769,116.8107,19.76083,40.15952
2024-07-16 01:30:00,202407160130,202407160200,429.5449,9.778142,11.01716,0.6773922,5.551337,-9999.0,19.88145,-9999.0,0.02919643,2,-22.82203,-9999.0,-34.01596,-19.89001,36.47741,1902.962,186.0459,108.3032,347.7423,2.385206,4.1568,0.1291908,0.2979493,-0.01643951,-9999.0,7.29698,2.287195,0.6869708,0.0,0.6206471,0.0,0.180665,83.50492,21.1792,36.1512,5.53607,15.98864,22.09311,0.6946195,20.55765,-9999.0,-9999.0,-20.40075,-9999.0,0.9468608,396.1497,414.0638,0.0,2.0,21.06809,36.44842,5.530503,20.95666,38.92263,6.417402,20.87479,116.6272,19.69991,40.09025
2024-07-16 02:00:00,202407160200,202407160230,426.6055,8.53354,11.00496,0.7827269,-0.1489469,-9999.0,0.08293617,-9999.0,0.0001218546,2,-2.480893,-9999.0,-38.9078,-24.97535,30.1859,672.2065,108.1848,69.47781,343.7767,2.690969,4.919427,0.1603815,0.01786362,-0.02528997,1.0,121.7071,2.542738,0.5732499,0.0,0.9059988,2.980232e-08,0.2294737,83.49846,21.60444,35.31811,5.514341,16.5705,22.44201,1.046194,20.44614,-9999.0,-9999.0,-21.02855,-9999.0,-9999.0,398.2974,417.2529,0.0,2.0,21.41702,35.75597,5.505073,21.4728,37.66873,6.357244,21.28112,240.986,19.58838,40.00277
2024-07-16 02:30:00,202407160230,202407160300,433.9117,7.381726,11.54274,0.6133732,11.55248,-9999.0,39.62758,-9999.0,0.05816558,0,-38.14553,-9999.0,-35.22597,-21.46298,25.14691,1125.951,120.4437,71.48618,334.2162,2.466553,4.406911,0.1718185,0.2094133,-0.02911485,2.0,10.382,2.406619,0.5436376,0.0,0.5205758,2.980232e-08,0.2089933,83.48175,20.62422,39.1133,6.200395,14.79719,21.6386,0.6486636,20.41951,-9999.0,-9999.0,-21.22182,-9999.0,0.8545532,393.8264,412.6813,0.0,2.0,20.5668,39.32402,6.197405,20.44769,41.82996,7.030026,20.37098,119.9804,19.53345,39.86074
2024-07-16 03:00:00,202407160300,202407160330,427.4768,4.394977,10.81675,0.350164,8.068648,1.0,35.57985,1.0,0.05226173,0,-41.48793,1.0,-42.16192,-28.20399,24.97414,72.27731,36.05444,27.23224,344.9234,2.925269,5.770441,0.2063024,0.1332258,-0.04187094,1.0,16.31913,2.891932,0.6151809,0.0,0.4975656,2.980232e-08,0.2677221,83.4659,21.35695,35.05,5.285014,16.41998,22.25116,0.5696175,20.30661,-9999.0,-9999.0,-26.81607,-9999.0,1.035577,391.6099,415.4384,0.0,2.0,21.24395,35.31899,5.279416,21.19046,37.74781,6.212924,21.04791,126.4338,19.3969,39.81932
2024-07-16 03:30:00,202407160330,202407160400,434.9672,9.539703,11.19236,0.5756101,3.196241,-9999.0,13.86513,-9999.0,0.02034694,2,-20.08045,-9999.0,-30.79879,-16.54145,52.79202,3169.95,285.0536,163.2005,344.037,2.305508,4.549023,0.1060985,0.4791072,-0.01110883,-9999.0,4.537878,2.27404,0.4792198,0.0,0.4156632,2.980232e-08,0.1725438,83.46149,20.54679,38.13257,5.765127,14.77273,21.38607,0.8793581,20.27435,-9999.0,-9999.0,-38.98116,-9999.0,0.2955478,372.408,407.574,0.0,2.0,20.34737,38.7138,5.755074,20.22451,41.37638,6.662521,20.07264,113.6281,19.30316,39.75282
2024-07-16 04:00:00,202407160400,202407160430,437.8554,9.53581,11.2797,0.5790218,0.8138502,-9999.0,4.050465,-9999.0,0.005936227,2,1.676668,-9999.0,-62.3306,-47.01175,44.18359,558.5002,124.3379,84.95038,336.4452,2.342306,3.766161,0.1142488,-0.03837536,-0.01294064,-9999.0,-56.65431,2.262402,0.3744091,0.0,0.6274328,1.490116e-08,0.1313748,83.45876,19.33488,41.52671,5.875732,12.98608,20.16647,1.326944,20.22963,-9999.0,0.0,-42.83027,-9999.0,0.2164054,359.9475,398.5738,0.0,2.0,19.12415,42.21915,5.865005,18.86365,45.21345,6.702182,18.71176,1487.103,19.13605,39.61855
2024-07-16 04:30:00,202407160430,202407160500,423.2567,3.768619,10.40017,0.2926074,2.663045,-9999.0,11.8335,-9999.0,0.01736199,2,-18.89212,-9999.0,-78.39206,-61.8196,49.75889,2813.473,262.1361,151.1575,353.9835,2.587836,4.135393,0.117512,0.3329863,-0.0136424,1.0,6.529187,2.570298,0.4047948,0.0,0.3580962,0.0,0.1580567,83.46856,20.39098,35.76502,4.726322,15.41321,21.31968,0.6583681,20.02141,-9999.0,0.0,-36.70919,-9999.0,3.54252,372.3525,403.9117,0.0,2.0,20.35395,35.89205,4.724422,20.01256,39.1613,5.695382,19.96807,115.7926,18.87406,39.45988
2024-07-16 05:00:00,202407160500,202407160530,441.4308,22.64832,11.32962,1.039772,-19.14864,-9999.0,-48.44556,-9999.0,-0.07099271,2,59.29422,-9999.0,-54.76567,-37.80769,2.814439,26.71626,8.088698,4.906469,309.1284,1.007516,2.605911,0.1643853,-0.3771819,-0.02681477,-9999.0,-5.764142,0.5698857,0.4503156,0.0,0.9092965,1.117587e-08,0.09238286,83.50293,19.26843,42.25924,5.918539,12.6742,19.93242,1.776687,19.77838,-9999.0,-9999.0,-37.80579,-9999.0,-9999.0,359.8965,396.9417,0.0,2.0,18.88679,43.47389,5.899234,18.75393,46.04472,6.720533,18.47526,1984.717,18.71347,39.39212
2024-07-16 05:30:00,202407160530,202407160600,443.9695,17.54896,11.23274,1.00638,4.65273,-9999.0,-10.30772,-9999.0,-0.01507719,2,-16.92791,-9999.0,-52.23976,-34.52881,7.464639,277.8508,33.73779,20.74492,317.4046,1.112887,2.253098,0.1311173,0.2314451,-0.01717733,-9999.0,9.393715,0.8434581,0.7212568,0.0,0.5260242,-7.450581e-09,0.05904497,83.52272,17.35975,46.64502,5.798175,10.30006,18.10744,1.015262,19.66125,-9999.0,40.71241,-12.29266,40.49303,15.38466,352.367,389.7681,0.0,2.0,17.0766,47.65295,5.783766,16.83444,50.68301,6.506829,16.67262,118.9062,18.57443,39.26615
2024-07-16 06:00:00,202407160600,202407160630,444.9117,4.459202,13.05061,0.6257818,-1.757276,-9999.0,10.64001,-9999.0,0.01556555,2,-0.8161484,-9999.0,-40.6429,-22.92842,-9999.0,-9999.0,0.0,-9999.0,325.4155,1.372345,2.303706,0.01608953,1.220751,-0.0002584361,-9999.0,1.780977,1.321903,0.3211908,0.0,0.4009331,0.0,0.05430536,83.55528,17.36875,54.09347,7.985769,9.06056,18.49023,0.6350135,19.55765,-9999.0,31.41544,10.04607,73.24798,23.28512,354.4318,394.3486,0.0,2.0,17.29282,54.4214,7.981811,16.98817,58.16451,8.704337,16.96512,110.6315,18.4677,39.14598
2024-07-16 06:30:00,202407160630,202407160700,413.1354,10.16967,13.17258,0.9234354,1.630323,-9999.0,36.5638,-9999.0,0.05364407,2,-33.62298,-9999.0,-5.090623,10.60905,46.98156,2090.355,224.4254,132.9911,336.0149,1.470664,3.565255,0.08093927,1.755424,-0.006476898,-9999.0,1.238521,1.381888,0.719018,0.0,0.3912278,0.0,0.1417293,83.6047,20.21035,45.80876,8.108397,12.96611,21.43682,1.123213,19.49847,-9999.0,32.78445,108.4516,235.0481,76.51702,358.9391,409.0186,0.0,2.0,20.21619,45.88999,8.108489,19.97452,49.08631,8.920358,20.01369,110.0419,18.52754,39.09943
2024-07-16 07:00:00,202407160700,202407160730,396.5197,7.233552,15.94931,1.697664,-6.78517,-9999.0,62.32979,-9999.0,0.09166289,2,-13.47901,-9999.0,36.43024,47.17033,27.19179,1229.338,130.8832,77.48256,274.7347,0.8879063,2.476613,0.06405156,1.084218,-0.004021103,-9999.0,2.005251,0.8260862,0.5287947,0.0,0.2923637,-3.72529e-09,0.08906709,83.65848,22.76659,47.28971,10.90006,13.98176,23.82793,0.6910894,19.50341,-9999.0,31.65483,175.1928,346.2825,109.6875,366.8983,428.3004,0.0,2.0,22.34167,48.49082,10.87838,22.42645,49.98048,11.45265,22.34617,110.8753,18.70602,39.11694
2024-07-16 07:30:00,202407160730,202407160800,396.8733,9.717849,15.13972,2.641317,-7.098675,-9999.0,75.38081,-9999.0,0.1111035,2,6.85414,-9999.0,84.93134,87.32292,4.628026,48.7158,13.14588,8.359028,235.3502,0.6674227,3.155087,0.1293494,-0.1585552,-0.01628181,-9999.0,-13.71214,0.5543134,0.3488119,0.0,0.3578878,0.0,0.1099364,83.68758,25.20193,38.93851,10.0125,18.49361,25.96959,0.4576495,19.76241,-9999.0,31.57703,227.8405,432.3852,136.5499,374.7715,442.7661,0.0,2.0,24.54818,40.52375,9.979418,24.73305,41.76177,10.72255,24.57906,1825.757,19.0542,39.16565
2024-07-16 08:00:00,202407160800,202407160830,399.8058,9.743348,14.00797,2.57115,-22.92331,-9999.0,281.3274,-9999.0,0.4152018,0,-37.12498,-9999.0,150.3545,144.3148,35.87128,102.8404,51.67691,39.04333,212.6993,1.239633,2.987408,0.2061401,0.06571193,-0.04118135,-9999.0,33.08577,1.050253,0.4318596,0.0,0.6597334,-1.862645e-09,0.1701265,83.70067,26.42375,33.57273,8.866161,22.11101,27.27315,0.5084129,20.23773,-9999.0,31.24043,307.0499,552.0781,172.4418,380.7997,453.3861,0.0,2.0,25.95102,34.57389,8.84251,26.11247,36.42015,9.904174,25.94167,144.6584,19.61052,39.29428
2024-07-16 08:30:00,202407160830,202407160900,406.5419,5.142017,12.42531,1.786987,-13.5818,-9999.0,217.4063,-9999.0,0.3212967,2,25.35957,-9999.0,179.611,164.3539,28.71188,79.31466,40.82386,30.89769,168.4034,1.640236,5.169111,0.2383264,-0.0857732,-0.05483172,2.0,-25.34743,1.118761,0.9151877,0.0,1.014037,-1.862645e-09,0.2597995,83.71678,27.6648,27.70877,7.205767,26.3145,28.53214,0.8593631,20.77364,-9999.0,30.7396,385.7921,667.4643,205.1843,386.7979,463.2858,0.0,2.0,27.35254,28.25896,7.19043,27.50501,30.19291,8.382756,27.29869,1593.052,20.3076,39.58493
2024-07-16 09:00:00,202407160900,202407160930,410.3116,2.52845,11.39526,1.10637,-9.201448,-9999.0,201.7453,-9999.0,0.2986425,0,102.7593,-9999.0,216.696,192.0896,29.06802,80.30728,41.33218,31.28223,120.9438,1.744799,6.06672,0.3542382,-0.07723835,-0.1205494,-9999.0,-28.14832,1.401905,0.7335762,0.0,1.075053,-2.793968e-09,0.38025,83.74113,29.36006,23.00575,6.041495,30.63381,30.00986,0.7984702,21.38572,-9999.0,30.62861,460.8135,783.4581,239.9256,394.5466,477.2657,0.0,2.0,28.92142,23.55936,6.020585,29.19748,24.78335,7.024846,28.92689,1537.034,21.13577,39.91017
2024-07-16 09:30:00,202407160930,202407161000,409.6851,4.097002,11.79914,1.495279,-13.56087,-9999.0,253.4906,-9999.0,0.3752067,2,67.12695,-9999.0,289.6432,-9999.0,29.52519,81.57506,41.98361,31.77514,162.5338,1.915144,4.966062,0.3264089,-0.07111745,-0.1023679,2.0,-30.57097,1.573755,0.9247491,0.0,1.026599,-7.450581e-09,0.3436088,83.74489,29.32439,23.88833,6.513143,29.79768,29.82476,0.8578695,22.02559,-9999.0,30.38224,520.4056,864.5545,263.9632,402.3102,482.4958,0.0,2.0,28.69888,24.72606,6.483131,29.10396,26.0485,7.649067,28.80417,1499.724,22.33116,40.37624
2024-07-16 10:00:00,202407161000,202407161030,411.2321,2.585427,10.8814,1.022211,-8.457879,-9999.0,156.6472,-9999.0,0.2320219,1,62.37156,-9999.0,194.7022,159.5864,28.38129,78.42313,40.35707,30.54409,120.2222,1.654365,6.458217,0.3191935,-0.06611896,-0.09768005,-9999.0,-32.8821,1.311787,0.7936816,0.0,1.022352,-1.117587e-08,0.3530263,83.73164,30.06587,21.11837,5.390632,32.4443,30.55493,0.7253363,22.57785,27.33237,30.70671,320.3619,547.8005,168.7454,419.6253,478.3185,0.0,2.0,29.51325,21.76968,5.364404,29.80839,23.3442,6.656446,29.53717,1498.605,23.57926,40.71453
2024-07-16 10:30:00,202407161030,202407161100,410.1248,3.290077,10.51745,1.118886,-8.522792,-9999.0,149.9127,-9999.0,0.222093,2,40.63523,-9999.0,121.5573,89.3406,28.20415,77.93664,40.10548,30.35364,125.0585,1.735511,6.828455,0.3195542,-0.045747,-0.09783627,-9999.0,-47.52508,1.258208,0.9127129,0.0,1.245544,0.0,0.3562019,83.72416,30.2545,20.19919,4.896192,33.02076,30.63757,0.6714432,22.90053,27.30124,30.83915,315.4881,529.1677,163.7451,427.4791,477.4136,0.0,2.0,29.63019,20.92008,4.866607,30.02145,22.3705,6.216848,29.72327,1491.52,24.27213,40.79136
